objective,seed,epoch,sample_type,mean_grad_norm,mean_loss
kl,0,0,clean,4.885626520283539,2.0737826824188232
kl,0,0,noisy,5.034990321378987,2.4324545860290527
kl,0,1,clean,4.095330780631115,1.9508366584777832
kl,0,1,noisy,4.313502168657859,2.5416274070739746
kl,0,2,clean,3.0825936695012337,1.827383279800415
kl,0,2,noisy,3.3489734194919696,2.5532126426696777
kl,0,3,clean,2.6058214085511713,1.749855637550354
kl,0,3,noisy,2.8359068863811987,2.6046082973480225
kl,0,4,clean,2.2531862764375314,1.768157958984375
kl,0,4,noisy,2.4697218565715207,2.54610276222229
kl,0,5,clean,2.109451556707046,1.667311429977417
kl,0,5,noisy,2.2987185426733685,2.5140633583068848
kl,0,6,clean,2.0611875974164944,1.6569440364837646
kl,0,6,noisy,2.39849685142877,2.6964967250823975
kl,0,7,clean,1.9871939868204038,1.657031536102295
kl,0,7,noisy,2.346339056816868,2.7118356227874756
kl,0,8,clean,1.8968263725538215,1.6151833534240723
kl,0,8,noisy,2.1780827609520177,2.671107769012451
kl,0,9,clean,1.8388117213528703,1.647484540939331
kl,0,9,noisy,1.939716491859253,2.6161484718322754
kl,0,10,clean,1.8178444248165708,1.5206537246704102
kl,0,10,noisy,2.101235525607797,2.737844467163086
kl,0,11,clean,1.6547554966282125,1.5274890661239624
kl,0,11,noisy,1.7948883358940553,2.614969491958618
kl,0,12,clean,1.6083357781403456,1.495096206665039
kl,0,12,noisy,1.9190318397999424,2.6615819931030273
kl,0,13,clean,1.5184569992291668,1.4129936695098877
kl,0,13,noisy,2.038505818886574,2.7678160667419434
kl,0,14,clean,1.5553323038495928,1.352962851524353
kl,0,14,noisy,1.8974694089531596,2.733217239379883
kl,0,15,clean,1.4788709826783215,1.3941094875335693
kl,0,15,noisy,1.7312403268555518,2.6524744033813477
kl,0,16,clean,1.3946013367253833,1.373478889465332
kl,0,16,noisy,1.8155983735483239,2.740001916885376
kl,0,17,clean,1.368089789850894,1.3528685569763184
kl,0,17,noisy,1.728503210615019,2.67569637298584
kl,0,18,clean,1.319026110100101,1.3008713722229004
kl,0,18,noisy,1.5522881651386586,2.6562604904174805
kl,0,19,clean,1.3337277847118751,1.335134744644165
kl,0,19,noisy,1.612757308251256,2.6620559692382812
kl,0,20,clean,1.4134262081948934,1.3004876375198364
kl,0,20,noisy,1.7566054670629063,2.7323014736175537
kl,0,21,clean,1.443085353083016,1.350893497467041
kl,0,21,noisy,1.6329547604703591,2.6898021697998047
kl,0,22,clean,1.392247804964272,1.2233399152755737
kl,0,22,noisy,1.6256389196207572,2.7046029567718506
kl,0,23,clean,1.5267534195059254,1.3132357597351074
kl,0,23,noisy,1.599595542729669,2.6523666381835938
kl,0,24,clean,1.3103413220210844,1.2354037761688232
kl,0,24,noisy,1.5346547650010265,2.624647855758667
kl,0,25,clean,1.3368842184934275,1.1721326112747192
kl,0,25,noisy,1.7701630636198264,2.7061288356781006
kl,0,26,clean,1.302324081071646,1.1493988037109375
kl,0,26,noisy,1.706857267725813,2.6798391342163086
kl,0,27,clean,1.3702193960818647,1.2344152927398682
kl,0,27,noisy,1.6591174989890456,2.6567611694335938
kl,0,28,clean,1.3018050678523319,1.1531867980957031
kl,0,28,noisy,1.643642670919639,2.6255738735198975
kl,0,29,clean,1.36687876363748,1.1472280025482178
kl,0,29,noisy,1.7054052619027122,2.6706504821777344
kl,0,30,clean,1.3060501395140425,1.1356496810913086
kl,0,30,noisy,1.774275717986576,2.668398857116699
kl,0,31,clean,1.32516827825105,1.130291223526001
kl,0,31,noisy,1.6785301526102703,2.6057655811309814
kl,0,32,clean,1.3153501470986093,1.0785181522369385
kl,0,32,noisy,1.864536438225615,2.718444347381592
kl,0,33,clean,1.3697988610879734,1.1110167503356934
kl,0,33,noisy,1.773843672515397,2.632561683654785
kl,0,34,clean,1.4125214118639966,1.0928173065185547
kl,0,34,noisy,1.772178043350199,2.62931489944458
kl,0,35,clean,1.3480719157615701,1.0973236560821533
kl,0,35,noisy,1.8569839035317057,2.696131467819214
kl,0,36,clean,1.3626661144478118,1.0558130741119385
kl,0,36,noisy,1.8153051228618067,2.6022562980651855
kl,0,37,clean,1.3514614891443861,1.0336462259292603
kl,0,37,noisy,1.8739979153317023,2.5911083221435547
kl,0,38,clean,1.4798219149985945,1.0736265182495117
kl,0,38,noisy,1.9576952118051314,2.6229939460754395
kl,0,39,clean,1.4218845844163603,1.0354340076446533
kl,0,39,noisy,1.8839335701001965,2.544672966003418
kl,0,40,clean,1.4857344020087009,1.0541956424713135
kl,0,40,noisy,1.9798230889708257,2.5388550758361816
kl,0,41,clean,1.4632185776771376,1.0123157501220703
kl,0,41,noisy,2.0078811876653115,2.585059881210327
kl,0,42,clean,1.4522860813334828,0.9861010313034058
kl,0,42,noisy,2.0247024724001292,2.5463502407073975
kl,0,43,clean,1.4710281674833423,0.9991085529327393
kl,0,43,noisy,2.122862091781681,2.5929555892944336
kl,0,44,clean,1.4783687724685783,0.9996627569198608
kl,0,44,noisy,2.0170294035956258,2.5430893898010254
kl,0,45,clean,1.4397473514091539,0.987421452999115
kl,0,45,noisy,2.1162864146505243,2.563707113265991
kl,0,46,clean,1.409951018286317,0.9367272853851318
kl,0,46,noisy,2.0583813724389213,2.4718081951141357
kl,0,47,clean,1.5350718425976395,0.9539362192153931
kl,0,47,noisy,2.1534659502880156,2.5388588905334473
kl,0,48,clean,1.4809819010001646,0.9340140223503113
kl,0,48,noisy,2.22499142065228,2.5200095176696777
kl,0,49,clean,1.5440794442415662,0.9435247182846069
kl,0,49,noisy,2.2360698612176932,2.5802488327026367
kl,0,50,clean,1.503435419911811,0.948289155960083
kl,0,50,noisy,2.1900446847076673,2.48787784576416
kl,0,51,clean,1.5030840612796184,0.9064789414405823
kl,0,51,noisy,2.208098027874332,2.497288703918457
kl,0,52,clean,1.516991506997275,0.9160194993019104
kl,0,52,noisy,2.339641732489904,2.618446111679077
kl,0,53,clean,1.553929505998156,0.92911297082901
kl,0,53,noisy,2.2753898767008205,2.597379684448242
kl,0,54,clean,1.602343605047392,0.9515246748924255
kl,0,54,noisy,2.2646159068941687,2.518690586090088
kl,0,55,clean,1.57804375677416,0.9507031440734863
kl,0,55,noisy,2.36727740473675,2.543229103088379
kl,0,56,clean,1.502780641472415,0.9139244556427002
kl,0,56,noisy,2.3023536803453686,2.4978280067443848
kl,0,57,clean,1.5574474925700053,0.9297267198562622
kl,0,57,noisy,2.3343510048121767,2.5154190063476562
kl,0,58,clean,1.5740494762306827,0.9148791432380676
kl,0,58,noisy,2.3520233569509847,2.5522103309631348
kl,0,59,clean,1.584054666259782,0.9440280795097351
kl,0,59,noisy,2.266323068413051,2.5460822582244873
fisher_rao,0,0,clean,9.107115377085261,5.550846099853516
fisher_rao,0,0,noisy,7.839514457925703,6.367276191711426
fisher_rao,0,1,clean,8.077058415456667,4.931027412414551
fisher_rao,0,1,noisy,6.361676523925299,6.720468044281006
fisher_rao,0,2,clean,6.989398048479974,4.653913497924805
fisher_rao,0,2,noisy,5.591520680021665,6.817181587219238
fisher_rao,0,3,clean,6.105206723771167,4.178293228149414
fisher_rao,0,3,noisy,4.6656438687561215,7.085140228271484
fisher_rao,0,4,clean,5.443552617601067,4.213859558105469
fisher_rao,0,4,noisy,4.22819846867293,7.043524265289307
fisher_rao,0,5,clean,5.451897508029999,4.1202545166015625
fisher_rao,0,5,noisy,3.8367712324674867,7.0763654708862305
fisher_rao,0,6,clean,5.6387512928321435,3.918208360671997
fisher_rao,0,6,noisy,3.682178060833523,7.357030868530273
fisher_rao,0,7,clean,4.7701157160780445,3.751126527786255
fisher_rao,0,7,noisy,3.540461515358495,7.285886764526367
fisher_rao,0,8,clean,4.728343283901423,3.444852352142334
fisher_rao,0,8,noisy,3.4518827765049425,7.485806941986084
fisher_rao,0,9,clean,5.023312638078223,3.5767405033111572
fisher_rao,0,9,noisy,3.2634379778171336,7.375330448150635
fisher_rao,0,10,clean,4.595800480860958,3.25986909866333
fisher_rao,0,10,noisy,3.1976929245355654,7.507566928863525
fisher_rao,0,11,clean,4.258809640483662,3.2141854763031006
fisher_rao,0,11,noisy,2.867910193844709,7.328561782836914
fisher_rao,0,12,clean,4.204501636968016,3.144421100616455
fisher_rao,0,12,noisy,3.00795226805943,7.498316764831543
fisher_rao,0,13,clean,4.347209786228579,2.9246788024902344
fisher_rao,0,13,noisy,2.927721031839903,7.481329441070557
fisher_rao,0,14,clean,4.153738108154549,2.901667356491089
fisher_rao,0,14,noisy,2.9964204682997932,7.49763298034668
fisher_rao,0,15,clean,4.029420987131807,2.8540842533111572
fisher_rao,0,15,noisy,2.905948806474984,7.459641933441162
fisher_rao,0,16,clean,3.905598231938049,2.711648464202881
fisher_rao,0,16,noisy,2.985485166371304,7.483597755432129
fisher_rao,0,17,clean,4.067222463660885,2.644087076187134
fisher_rao,0,17,noisy,2.9719894871845685,7.430682182312012
fisher_rao,0,18,clean,3.6037755591316922,2.600856304168701
fisher_rao,0,18,noisy,2.8175669363169136,7.517512321472168
fisher_rao,0,19,clean,3.774844890363429,2.548293352127075
fisher_rao,0,19,noisy,2.8615554935210445,7.507998466491699
fisher_rao,0,20,clean,3.811613999016885,2.616791009902954
fisher_rao,0,20,noisy,2.824106612951964,7.555059909820557
fisher_rao,0,21,clean,3.846812585914331,2.6634998321533203
fisher_rao,0,21,noisy,3.1328846367232615,7.55203914642334
fisher_rao,0,22,clean,3.957365576951494,2.4573981761932373
fisher_rao,0,22,noisy,2.897357819546941,7.614792823791504
fisher_rao,0,23,clean,4.099783736455077,2.407151460647583
fisher_rao,0,23,noisy,2.9253554241509065,7.563032150268555
fisher_rao,0,24,clean,4.051842998570786,2.329744338989258
fisher_rao,0,24,noisy,2.9769378166366116,7.474181652069092
fisher_rao,0,25,clean,3.6405058611138776,2.1814818382263184
fisher_rao,0,25,noisy,3.0757015662832377,7.496582984924316
fisher_rao,0,26,clean,3.7601069413028796,2.2734856605529785
fisher_rao,0,26,noisy,2.953345119879228,7.563561916351318
fisher_rao,0,27,clean,3.8621830534668233,2.1996004581451416
fisher_rao,0,27,noisy,3.044678399521351,7.59043025970459
fisher_rao,0,28,clean,3.6884074669569973,2.291738986968994
fisher_rao,0,28,noisy,3.0390572221860066,7.564942836761475
fisher_rao,0,29,clean,3.9817476792265762,2.159471035003662
fisher_rao,0,29,noisy,3.0392927994446746,7.548985004425049
fisher_rao,0,30,clean,3.8527952789870277,2.1423072814941406
fisher_rao,0,30,noisy,3.178625170401478,7.536968231201172
fisher_rao,0,31,clean,3.79289588151547,1.9678341150283813
fisher_rao,0,31,noisy,3.1973431978937965,7.406234264373779
fisher_rao,0,32,clean,3.725056995608395,1.9499571323394775
fisher_rao,0,32,noisy,3.490297006115971,7.5295209884643555
fisher_rao,0,33,clean,4.120651640059589,1.953786849975586
fisher_rao,0,33,noisy,3.4570187208556593,7.472061634063721
fisher_rao,0,34,clean,4.216865477095333,2.0475003719329834
fisher_rao,0,34,noisy,3.422344645474049,7.448391914367676
fisher_rao,0,35,clean,3.9495625517881576,1.9771584272384644
fisher_rao,0,35,noisy,3.3804987584481867,7.541469573974609
fisher_rao,0,36,clean,3.864358783578504,1.8394943475723267
fisher_rao,0,36,noisy,3.655767193611671,7.385500907897949
fisher_rao,0,37,clean,4.1110531787253395,1.8263335227966309
fisher_rao,0,37,noisy,3.4428634187310307,7.420412063598633
fisher_rao,0,38,clean,4.0118090802558815,1.8319376707077026
fisher_rao,0,38,noisy,3.7475976950924905,7.384719371795654
fisher_rao,0,39,clean,4.2646589835772835,1.8318487405776978
fisher_rao,0,39,noisy,3.9225404678866425,7.392077445983887
fisher_rao,0,40,clean,4.391518470272334,1.839043140411377
fisher_rao,0,40,noisy,3.7455200324422004,7.383930206298828
fisher_rao,0,41,clean,4.197777185758181,1.7413711547851562
fisher_rao,0,41,noisy,3.9556309304539337,7.367036819458008
fisher_rao,0,42,clean,4.237845490827989,1.686422348022461
fisher_rao,0,42,noisy,4.104287700093218,7.438990592956543
fisher_rao,0,43,clean,4.26059643820027,1.6612567901611328
fisher_rao,0,43,noisy,4.149780838462855,7.447645664215088
fisher_rao,0,44,clean,4.374992287354201,1.689245581626892
fisher_rao,0,44,noisy,4.394491003286861,7.3513641357421875
fisher_rao,0,45,clean,4.34193247682689,1.6576554775238037
fisher_rao,0,45,noisy,4.382509290118797,7.4718732833862305
fisher_rao,0,46,clean,4.420975837501965,1.5265910625457764
fisher_rao,0,46,noisy,4.399863458056598,7.293766975402832
fisher_rao,0,47,clean,4.444421087474537,1.4988657236099243
fisher_rao,0,47,noisy,4.4781512196923625,7.358847618103027
fisher_rao,0,48,clean,4.568836876646764,1.605644702911377
fisher_rao,0,48,noisy,4.415391706914532,7.342082977294922
fisher_rao,0,49,clean,4.757796890932183,1.6229877471923828
fisher_rao,0,49,noisy,4.584852586791583,7.221867561340332
fisher_rao,0,50,clean,4.533394011151988,1.6224665641784668
fisher_rao,0,50,noisy,4.435689538157571,7.273468017578125
fisher_rao,0,51,clean,4.642541685091814,1.5004544258117676
fisher_rao,0,51,noisy,4.535133396491665,7.369051456451416
fisher_rao,0,52,clean,4.421616373188222,1.5806734561920166
fisher_rao,0,52,noisy,4.771148377836288,7.2596435546875
fisher_rao,0,53,clean,4.641469862766933,1.5328760147094727
fisher_rao,0,53,noisy,4.687935243646724,7.279441833496094
fisher_rao,0,54,clean,4.727435199997973,1.559826374053955
fisher_rao,0,54,noisy,4.834164630800358,7.223472595214844
fisher_rao,0,55,clean,4.759315615307813,1.6100993156433105
fisher_rao,0,55,noisy,4.762877521438098,7.335132598876953
fisher_rao,0,56,clean,4.657427354462029,1.4538849592208862
fisher_rao,0,56,noisy,4.4937056507600985,7.418717384338379
fisher_rao,0,57,clean,4.6715387314649615,1.5126667022705078
fisher_rao,0,57,noisy,4.690034580096922,7.261712074279785
fisher_rao,0,58,clean,4.700948043257466,1.5573118925094604
fisher_rao,0,58,noisy,4.698484901084584,7.277078628540039
fisher_rao,0,59,clean,4.659573191997128,1.5413463115692139
fisher_rao,0,59,noisy,4.630457237533637,7.376320838928223
gce,0,0,clean,1.2810419976490104,1.0360177755355835
gce,0,0,noisy,0.9941310008414217,1.151000738143921
gce,0,1,clean,1.2289837991063657,0.8958728909492493
gce,0,1,noisy,0.7568728456290875,1.1998896598815918
gce,0,2,clean,1.1612033057391362,0.8250491619110107
gce,0,2,noisy,0.7141078348061434,1.2161753177642822
gce,0,3,clean,1.102807353589539,0.7295703887939453
gce,0,3,noisy,0.6016536883134691,1.2501134872436523
gce,0,4,clean,1.1843988951000033,0.7613661289215088
gce,0,4,noisy,0.5916223414650118,1.2474265098571777
gce,0,5,clean,0.8765771959814735,0.6957316398620605
gce,0,5,noisy,0.5570917488223955,1.243652105331421
gce,0,6,clean,1.011901965646541,0.6732251644134521
gce,0,6,noisy,0.4312282896843059,1.2741472721099854
gce,0,7,clean,1.00041170070578,0.6512722969055176
gce,0,7,noisy,0.4847147332800674,1.2590245008468628
gce,0,8,clean,0.9076360351244241,0.5994867086410522
gce,0,8,noisy,0.4295083497194792,1.3116397857666016
gce,0,9,clean,0.78063765227922,0.5792096853256226
gce,0,9,noisy,0.4058137646050089,1.2939395904541016
gce,0,10,clean,0.8469380985165241,0.5990307331085205
gce,0,10,noisy,0.47359853758910814,1.2737529277801514
gce,0,11,clean,0.8480232784391833,0.5601958632469177
gce,0,11,noisy,0.4320362312066821,1.2906298637390137
gce,0,12,clean,0.7739411376292008,0.5448299646377563
gce,0,12,noisy,0.387866601219058,1.307730793952942
gce,0,13,clean,0.8295818128999715,0.5561157464981079
gce,0,13,noisy,0.3902789077006488,1.3143911361694336
gce,0,14,clean,0.8660410946444981,0.5380099415779114
gce,0,14,noisy,0.352203189989727,1.3121355772018433
gce,0,15,clean,0.7751253839000144,0.48548269271850586
gce,0,15,noisy,0.39228067519878534,1.2966797351837158
gce,0,16,clean,0.7940811282848517,0.46979784965515137
gce,0,16,noisy,0.4411171038284148,1.31302809715271
gce,0,17,clean,0.9397715948687869,0.4516768455505371
gce,0,17,noisy,0.41036008716612493,1.300602674484253
gce,0,18,clean,0.75107840286673,0.45918411016464233
gce,0,18,noisy,0.43471159844999757,1.3005609512329102
gce,0,19,clean,0.830193340359248,0.4669368863105774
gce,0,19,noisy,0.4044233684973148,1.3142173290252686
gce,0,20,clean,0.7582834953394406,0.4665161669254303
gce,0,20,noisy,0.4005095522108374,1.310157060623169
gce,0,21,clean,0.743218732807576,0.4261322021484375
gce,0,21,noisy,0.43700596649296947,1.29933762550354
gce,0,22,clean,0.7867325692032325,0.43813055753707886
gce,0,22,noisy,0.41661109524105633,1.3060572147369385
gce,0,23,clean,0.8259285375838178,0.4245889186859131
gce,0,23,noisy,0.4449798581025507,1.3072211742401123
gce,0,24,clean,0.7990229724970811,0.4026142954826355
gce,0,24,noisy,0.44607853104164824,1.2958931922912598
gce,0,25,clean,0.6947523053347144,0.38184988498687744
gce,0,25,noisy,0.4571751738103673,1.298274040222168
gce,0,26,clean,0.8275343784152197,0.40209174156188965
gce,0,26,noisy,0.38107140075713336,1.31161367893219
gce,0,27,clean,0.7745737039090685,0.390186607837677
gce,0,27,noisy,0.41608581511293746,1.2987596988677979
gce,0,28,clean,0.7616521509156432,0.38045427203178406
gce,0,28,noisy,0.4482227750446822,1.2861974239349365
gce,0,29,clean,0.8367487290269903,0.35490480065345764
gce,0,29,noisy,0.43590772557965596,1.3142330646514893
gce,0,30,clean,0.7795447361754592,0.38199520111083984
gce,0,30,noisy,0.4206165982182351,1.3026851415634155
gce,0,31,clean,0.7633533161306403,0.358673632144928
gce,0,31,noisy,0.47609061229651584,1.3139448165893555
gce,0,32,clean,0.8123295768646932,0.3363213539123535
gce,0,32,noisy,0.44959944462960766,1.318894624710083
gce,0,33,clean,0.8403800969908272,0.3546355962753296
gce,0,33,noisy,0.45004328146678785,1.3159105777740479
gce,0,34,clean,0.8756735079007001,0.3764270544052124
gce,0,34,noisy,0.5195992380613527,1.2982678413391113
gce,0,35,clean,0.8244466160822703,0.37016817927360535
gce,0,35,noisy,0.44588804312726216,1.323967456817627
gce,0,36,clean,0.7670402530278777,0.33502107858657837
gce,0,36,noisy,0.5317651490243236,1.2914259433746338
gce,0,37,clean,0.7919460517409902,0.3092072308063507
gce,0,37,noisy,0.5247456142803126,1.316716194152832
gce,0,38,clean,0.8139013910563375,0.322746604681015
gce,0,38,noisy,0.5340205379325635,1.2946676015853882
gce,0,39,clean,0.8659845389029722,0.32942700386047363
gce,0,39,noisy,0.5375431239013653,1.300722599029541
gce,0,40,clean,0.8769057452859357,0.3385469317436218
gce,0,40,noisy,0.5498495919459876,1.2918941974639893
gce,0,41,clean,0.9757452054648214,0.3115566074848175
gce,0,41,noisy,0.5893103067368921,1.307143211364746
gce,0,42,clean,0.8764068800373579,0.2962038516998291
gce,0,42,noisy,0.5346042702082535,1.3104615211486816
gce,0,43,clean,0.833316162706081,0.2993345260620117
gce,0,43,noisy,0.5454422248237657,1.3091404438018799
gce,0,44,clean,0.8624640198469425,0.29468289017677307
gce,0,44,noisy,0.5116944431468086,1.3004584312438965
gce,0,45,clean,0.889371472260953,0.28488561511039734
gce,0,45,noisy,0.5662591450427439,1.3299052715301514
gce,0,46,clean,0.8531931316885581,0.287708044052124
gce,0,46,noisy,0.6446435176899661,1.3045458793640137
gce,0,47,clean,0.8719265093421371,0.2765165865421295
gce,0,47,noisy,0.5228604027596475,1.299083948135376
gce,0,48,clean,0.9043933245295942,0.27261728048324585
gce,0,48,noisy,0.5949139147083488,1.295247197151184
gce,0,49,clean,0.9783670473387529,0.27655553817749023
gce,0,49,noisy,0.575197073174786,1.2936921119689941
gce,0,50,clean,0.8423898883246929,0.28138476610183716
gce,0,50,noisy,0.5852192821934774,1.308347225189209
gce,0,51,clean,0.8825387047076592,0.26547208428382874
gce,0,51,noisy,0.5808852411801695,1.2948334217071533
gce,0,52,clean,0.8419011486355723,0.24165865778923035
gce,0,52,noisy,0.6797104170183831,1.2935829162597656
gce,0,53,clean,0.8823770222498799,0.27948492765426636
gce,0,53,noisy,0.6660937683573654,1.3041517734527588
gce,0,54,clean,0.8646165960414667,0.2651718258857727
gce,0,54,noisy,0.6699782214298974,1.2909576892852783
gce,0,55,clean,0.9479241934875043,0.2769887149333954
gce,0,55,noisy,0.6413888199429387,1.3025121688842773
gce,0,56,clean,0.8221264148163685,0.2472720444202423
gce,0,56,noisy,0.5370531007603336,1.30708646774292
gce,0,57,clean,0.9475749998054508,0.26914215087890625
gce,0,57,noisy,0.6019984488444756,1.2900837659835815
gce,0,58,clean,0.8717645846304847,0.27291107177734375
gce,0,58,noisy,0.6054929125702079,1.295189380645752
gce,0,59,clean,0.8902682779354655,0.25255507230758667
gce,0,59,noisy,0.6321210798269488,1.316628336906433
mae,0,0,clean,1.6849054721256307,1.6485645771026611
mae,0,0,noisy,1.3017226709326817,1.7914273738861084
mae,0,1,clean,1.6537617109881928,1.4143420457839966
mae,0,1,noisy,1.0291502400763302,1.7985484600067139
mae,0,2,clean,1.4318018065395341,1.3365899324417114
mae,0,2,noisy,0.9350272559999694,1.8044168949127197
mae,0,3,clean,1.3672164715785995,1.2841036319732666
mae,0,3,noisy,0.8333960860840355,1.8194743394851685
mae,0,4,clean,1.2896576192910782,1.279432773590088
mae,0,4,noisy,0.8338738086728084,1.8404111862182617
mae,0,5,clean,1.1339941895314718,1.319297432899475
mae,0,5,noisy,1.027153823966629,1.797853708267212
mae,0,6,clean,1.0739805837227316,1.236478567123413
mae,0,6,noisy,0.5723326321751266,1.825238823890686
mae,0,7,clean,0.9873209007047781,1.2176741361618042
mae,0,7,noisy,0.5600386863595589,1.800780177116394
mae,0,8,clean,0.881920266616189,1.1314677000045776
mae,0,8,noisy,0.8143761033440999,1.8341317176818848
mae,0,9,clean,1.0305579121689357,1.1784214973449707
mae,0,9,noisy,0.5960776188079107,1.8773198127746582
mae,0,10,clean,0.8807258412629735,1.1111103296279907
mae,0,10,noisy,0.4252699594906276,1.8337435722351074
mae,0,11,clean,0.8498342438554337,1.0364370346069336
mae,0,11,noisy,0.386368303776945,1.8608155250549316
mae,0,12,clean,0.8705205895157526,1.095804214477539
mae,0,12,noisy,0.37542253983212437,1.8276571035385132
mae,0,13,clean,1.0188804574484336,1.068284511566162
mae,0,13,noisy,0.45227696367202797,1.8563412427902222
mae,0,14,clean,0.8886242743152266,1.0697994232177734
mae,0,14,noisy,0.36862034826398044,1.8426584005355835
mae,0,15,clean,0.8572679217805887,1.0155731439590454
mae,0,15,noisy,0.4053077306580653,1.8428789377212524
mae,0,16,clean,0.762035463657273,0.9620907306671143
mae,0,16,noisy,0.5903524916282,1.8924882411956787
mae,0,17,clean,0.8958843009117625,0.9549684524536133
mae,0,17,noisy,0.6247735439973667,1.87192964553833
mae,0,18,clean,0.9416220839566063,1.0394607782363892
mae,0,18,noisy,0.5606165270087256,1.890224814414978
mae,0,19,clean,0.7731698942043849,0.982865035533905
mae,0,19,noisy,0.5519021217408466,1.8796664476394653
mae,0,20,clean,0.7382461530604632,1.0024011135101318
mae,0,20,noisy,0.5709578143088905,1.8675644397735596
mae,0,21,clean,0.682365517579578,0.9903327822685242
mae,0,21,noisy,0.44534527140506636,1.8612782955169678
mae,0,22,clean,0.8385882696653668,0.9610506892204285
mae,0,22,noisy,0.5837420236578453,1.8532028198242188
mae,0,23,clean,0.867396583918243,0.895632803440094
mae,0,23,noisy,0.4834136329609731,1.87727689743042
mae,0,24,clean,0.8191069418224584,0.9051527380943298
mae,0,24,noisy,0.5146890348271795,1.883202075958252
mae,0,25,clean,0.9118485148019942,0.9547942876815796
mae,0,25,noisy,0.5710092071233375,1.8674542903900146
mae,0,26,clean,0.9191099777617512,0.9088281393051147
mae,0,26,noisy,0.5905350355271768,1.8439546823501587
mae,0,27,clean,0.8464564317768367,0.8846514225006104
mae,0,27,noisy,0.5064705236450192,1.8806288242340088
mae,0,28,clean,0.8335077633563449,0.9201806783676147
mae,0,28,noisy,0.6227867342945012,1.8554532527923584
mae,0,29,clean,0.8353540707861822,0.9303520917892456
mae,0,29,noisy,0.5147008192852437,1.893907070159912
mae,0,30,clean,0.6749266581185944,0.875761866569519
mae,0,30,noisy,0.46798808907675277,1.8700413703918457
mae,0,31,clean,0.7928743675882908,0.8798013925552368
mae,0,31,noisy,0.4174801490234551,1.8589906692504883
mae,0,32,clean,0.8424258243982983,0.8597341775894165
mae,0,32,noisy,0.6521377760327919,1.847415804862976
mae,0,33,clean,0.8481788669865302,0.8738110065460205
mae,0,33,noisy,0.43582134039428366,1.8627358675003052
mae,0,34,clean,0.86001055830561,0.846168041229248
mae,0,34,noisy,0.566307331938575,1.833639144897461
mae,0,35,clean,0.8861977313484803,0.8955294489860535
mae,0,35,noisy,0.569993965755638,1.88756263256073
mae,0,36,clean,0.8603892522827844,0.8562772274017334
mae,0,36,noisy,0.5000081404141983,1.87919282913208
mae,0,37,clean,0.7507105275214978,0.8470960855484009
mae,0,37,noisy,0.5441369720087067,1.8510109186172485
mae,0,38,clean,0.8192396631879854,0.8443447947502136
mae,0,38,noisy,0.5031004991896827,1.873830795288086
mae,0,39,clean,0.9143399093344661,0.846717119216919
mae,0,39,noisy,0.6935861146672416,1.8694384098052979
mae,0,40,clean,0.9393285891187798,0.8216085433959961
mae,0,40,noisy,0.6327845408305913,1.8721704483032227
mae,0,41,clean,1.027869942988582,0.8014662861824036
mae,0,41,noisy,0.5192436049648023,1.880198359489441
mae,0,42,clean,0.8900040483444743,0.8143911957740784
mae,0,42,noisy,0.466556540718397,1.9003280401229858
mae,0,43,clean,0.9586012636069406,0.8201795816421509
mae,0,43,noisy,0.5354840404950437,1.8933895826339722
mae,0,44,clean,0.9641227349389628,0.8201408386230469
mae,0,44,noisy,0.502528056575919,1.903615951538086
mae,0,45,clean,0.9562973939975504,0.8362065553665161
mae,0,45,noisy,0.45415802459274657,1.8625138998031616
mae,0,46,clean,1.0698565371544255,0.8260159492492676
mae,0,46,noisy,0.5919310933443586,1.8649059534072876
mae,0,47,clean,0.9469885366051162,0.777101993560791
mae,0,47,noisy,0.6965025210136321,1.861570119857788
mae,0,48,clean,0.9168342337927214,0.7580146789550781
mae,0,48,noisy,0.5964436941209541,1.8759260177612305
mae,0,49,clean,0.9483520916469328,0.7595829367637634
mae,0,49,noisy,0.43847842033523304,1.8849239349365234
mae,0,50,clean,0.9641571184343717,0.7830267548561096
mae,0,50,noisy,0.6084344274547058,1.8752312660217285
mae,0,51,clean,0.9097608705123539,0.7834899425506592
mae,0,51,noisy,0.554542983318521,1.882373571395874
mae,0,52,clean,0.82084638787665,0.7818100452423096
mae,0,52,noisy,0.61473010735494,1.8495591878890991
mae,0,53,clean,0.9334027144980904,0.7658164501190186
mae,0,53,noisy,0.5356263616695713,1.8599578142166138
mae,0,54,clean,0.8889931724981647,0.7665087580680847
mae,0,54,noisy,0.6170804994265469,1.8555448055267334
mae,0,55,clean,0.855583102909816,0.7639414072036743
mae,0,55,noisy,0.7604145600721856,1.8712704181671143
mae,0,56,clean,0.8893847170907035,0.7392584681510925
mae,0,56,noisy,0.7366857677395391,1.8610177040100098
mae,0,57,clean,0.9763377288109655,0.7394446730613708
mae,0,57,noisy,0.6830440670484076,1.8682358264923096
mae,0,58,clean,0.865892246724227,0.771672785282135
mae,0,58,noisy,0.667186891940249,1.8800113201141357
mae,0,59,clean,0.8734457908368691,0.7512701153755188
mae,0,59,noisy,0.6705655143560839,1.8885829448699951
